Seconds,fireattack_bed_1,fireattack_bed_2,sofa_center_ignite,sofa_right_ignite,sofa_left_ignite,stripedchair_1,stripedchair_2,stripedchair_3,yellowchair_1,yellowchair_2,fr_couch1
1216,125.6,135.2,5,,1.4,,16.6,18.4,,,223.8
1217,125.6,135.4,5,,1.4,,16.4,18.2,,,223.8
1218,125.6,135.2,5,,1,,16.4,18.2,,,223.8
1219,125.6,135,5,,0.8,,16.4,18.4,,,223.8
1220,125.4,135,5,,0.8,,16.4,18.2,,,223.4
1221,125.4,134.8,5,,0.8,,16.4,18.2,,,223.4
1222,125.4,134.8,5,,0.6,,16.2,18.2,,,223.4
1223,125.4,134.8,5,,0.6,,16.4,18.2,,,223.4
1224,125.4,134.4,4.8,,0.8,,16.4,18,,,223.4
1225,125.2,134.6,4.8,,0.8,,16.4,18.2,,,223.4
1226,125.2,134.4,5,,0.8,,16.4,18.2,,,223.4
1227,125.4,134.4,5,,0.8,,16.4,18.2,,,223.4
1228,125.2,134.8,4.8,,1,,16.4,18.2,,,223.4
1229,125.2,134.6,5,,0.8,,16.4,18.2,,,223.4
1230,125.2,134.4,5,,0.6,,16.4,18.2,,,223
1231,125.2,134.2,5,,0.8,,16.4,18.2,,,223
1232,125.4,134.2,5,,1,,16.4,18.2,,,223
1233,125.4,134.4,5,,1,,16.4,18,,,223
1234,125.2,134.2,5,,1,,16.2,18.2,,,223
1235,125.2,134.2,5,,1,,16.4,18.2,,,223
1236,125.2,134.2,4.8,,1,,16.4,18.2,,,223
1237,125.2,134,4.8,,1,,16.2,18.2,,,223
1238,125.2,134,5,,0.8,,16.4,18,,,223
1239,125,134,4.8,,0.8,,16.4,18,,,223
1240,125.2,133.8,4.8,,0.6,,16.4,18,,,222.6
1241,125,133.8,4.8,,0.6,,16.2,18,,,222.6
1242,125,133.8,5,,0.6,,16.2,17.8,,,222.6
1243,125,133.8,4.8,,0.6,,16.2,17.8,,,222.6
1244,124.8,133.8,4.8,,0.4,,16.2,17.8,,,222.6
1245,125,133.8,4.8,,0.6,,16.2,17.8,,,222.6
1246,125,133.6,4.6,,0.8,,16.2,17.8,,,222.6
1247,125,133.6,4.6,,1,,16,17.6,,,222.6
1248,125,133.6,4.6,,1,,16,18,,,222.6
1249,124.8,133.6,4.6,,1,,16,18,,,222.6
1250,125,133.4,4.6,,1,,16,17.8,,,222.2
1251,124.8,133.4,4.6,,0.8,,15.8,17.8,,,222.2
1252,124.8,133.4,4.6,,0.8,,15.8,17.8,,,222.2
1253,124.8,133.2,4.6,,1,,15.8,17.8,,,222.2
1254,125,133.2,4.8,,0.6,,16,17.8,,,222.2
1255,125,133.2,4.6,,0.4,,16,17.8,,,222.2
1256,125,133.2,4.8,,0.4,,16,17.6,,,222.2
1257,124.8,133.2,4.8,,0.4,,16,17.6,,,222.2
1258,124.8,133.2,4.8,,0.4,,16,17.6,,,222.2
1259,124.8,133,4.6,,0.2,,15.8,17.6,,,222.2
1260,124.6,133,4.6,,0.4,,15.8,17.6,,,221.8
1261,124.6,133,4.4,,0.4,,15.6,17.6,,,221.8
1262,124.8,133,4.6,,0.6,,15.8,17.4,,,221.8
1263,124.8,132.8,4.6,,0.8,,16,17.4,,,221.8
1264,124.8,132.8,4.4,,0.6,,15.8,17.6,,,221.8
1265,124.8,132.8,4.4,,0.6,,16,17.8,,,221.8
1266,124.6,132.8,4.6,,0.8,,15.8,17.6,,,221.8
1267,124.6,132.6,4.6,,0.8,,15.8,17.6,,,221.8
1268,124.6,132.6,4.6,,0.6,,16,17.6,,,221.8
1269,124.8,132.6,4.6,,0.6,,16,17.6,,,221.8
1270,124.6,132.4,4.6,,0.4,,15.8,17.6,,,221.4
1271,124.6,132.4,4.6,,0.2,,15.8,17.6,,,221.4
1272,124.6,132.4,4.6,,0,,15.6,17.6,,,221.4
1273,124.6,132.4,4.4,,0,,15.6,17.4,,,221.4
1274,124.4,132.6,4.6,,0.2,,15.8,17.6,,,221.4
1275,124.4,132.6,4.6,,0.2,,15.8,17.6,,,221.4
1276,124.6,132.4,4.6,,0.4,,15.6,17.4,,,221.4
1277,124.4,132.4,4.6,,0.4,,15.6,17.4,,,221.4
1278,124.4,132.4,4.6,,0.4,,15.6,17.2,,,221.4
1279,124.4,132.4,4.6,,0.2,,15.6,17.2,,,221.4
1280,124.4,132.2,4.2,,0.2,,15.6,17.4,,,220.8
1281,124.6,132.2,4.2,,0,,15.6,17.4,,,220.8
1282,124.4,132.2,4.2,,0,,15.6,17.4,,,220.8
1283,124.6,132.2,4.4,,-0.2,,15.6,17.4,,,220.8
1284,124.4,132.2,4.4,,-0.4,,15.4,17.4,,,220.8
1285,124.4,132,4.4,,-0.2,,15.4,17.4,,,220.8
1286,124.4,132,4.4,,-0.4,,15.6,17.2,,,220.8
1287,124.4,132,4.4,,-0.6,,15.6,17.2,,,220.8
1288,124.4,132,4.2,,-0.4,,15.6,17.2,,,220.8
1289,124.2,132,4.4,,-0.2,,15.6,17.2,,,220.8
1290,124.4,131.8,4.4,,-0.2,,15.4,17.4,,,220.4
1291,124.4,131.8,4.4,,-0.4,,15.6,17.4,,,220.4
1292,124.4,131.8,4.2,,-0.2,,15.6,17.4,,,220.4
1293,124.4,131.8,4.4,,-0.2,,15.4,17.4,,,220.4
1294,124.2,131.8,4.4,,-0.2,,15.4,17.4,,,220.4
1295,124.2,131.8,4.4,,0,,15.4,17.4,,,220.4
1296,124.2,131.6,4.4,,0.2,,15.4,17.4,,,220.4
1297,124.2,131.6,4.4,,0.2,,15.4,17.4,,,220.4
1298,124.2,131.6,4.4,,0.2,,15.4,17.2,,,220.4
1299,124.2,131.6,4.4,,0.2,,15.4,17,,,220.4
1300,124.2,131.4,4.4,,0.2,,15.2,17,,,220
1301,124.4,131.4,4.4,,0.2,,15.4,17,,,220
1302,124.2,131.4,4.4,,0.2,,15.2,17,,,220
1303,124.2,131.4,4.4,,0,,15.2,17,,,220
1304,124.2,131.4,4.4,,0.2,,15.2,17,,,220
1305,124.2,131.4,4.4,,-0.2,,15,17,,,220
1306,124,131.2,4.4,,-0.2,,15,17,,,220
1307,124.2,131.2,4.4,,-0.2,,15.2,17,,,220
1308,124.2,131.2,4.4,,-0.2,,15.2,17,,,220
1309,124,131,4.4,,-0.2,,15.2,16.8,,,220
1310,124,131,4.4,,-0.2,,15.2,16.8,,,219.4
1311,124,131,4.4,,-0.2,,15.2,16.8,,,219.4
1312,124,131,4.2,,-0.2,,15.2,16.6,,,219.4
1313,124,131,4.2,,-0.2,,15.2,16.8,,,219.4
1314,124,131,4.2,,-0.2,,15.2,16.8,,,219.4
1315,124,131,4.2,,-0.2,,15.2,16.6,,,219.4
1316,123.8,131,4.2,,-0.2,,15.2,16.6,,,219.4
1317,124,131,4.2,,-0.2,,15,16.6,,,219.4
1318,124,130.8,4.2,,-0.2,,15.2,16.4,,,219.4
1319,124,130.8,4.2,,-0.2,,15.2,16.4,,,219.4
1320,123.8,130.8,4.2,,-0.2,,15.2,16.4,,,218.8
1321,124,130.6,4.2,,-0.2,,15.2,16.6,,,218.8
1322,124,130.6,4.2,,-0.2,,15,16.6,,,218.8
1323,123.8,130.6,4.2,,-0.2,,15,16.8,,,218.8
1324,123.8,130.6,4.2,,-0.2,,15,16.6,,,218.8
1325,123.8,130.6,4.2,,-0.2,,15,16.4,,,218.8
1326,123.8,130.6,4.2,,-0.4,,15,16.4,,,218.8
1327,123.8,130.6,4,,-0.4,,14.8,16.4,,,218.8
1328,123.8,130.4,4,,-0.6,,14.8,16.4,,,218.8
1329,123.8,130.4,4,,-0.8,,14.8,16.4,,,218.8
1330,123.8,130.4,4,,-0.4,,15,16.4,,,218.4
1331,123.8,130.4,4,,-0.2,,15,16.4,,,218.4
1332,123.6,130.4,4,,-0.4,,14.8,16.4,,,218.4
1333,123.8,130.4,4,,-0.2,,14.8,16.4,,,218.4
1334,123.8,130.2,4,,-0.2,,15,16.6,,,218.4
1335,123.8,130.2,4,,-0.4,,14.8,16.2,,,218.4
1336,123.8,130.2,4,,-0.4,,14.8,16.4,,,218.4
1337,123.8,130.2,4,,-0.2,,14.8,16.4,,,218.4
1338,123.8,130.2,4,,-0.2,,14.6,16.4,,,218.4
1339,123.6,130.2,4,,-0.2,,14.8,16.4,,,218.4
1340,123.6,130.2,4,,-0.2,,14.6,16.4,,,217.8
1341,123.6,130.2,4,,-0.4,,14.8,16.2,,,217.8
1342,123.6,130.2,4,,-0.4,,14.6,16.4,,,217.8
1343,123.6,130.2,4,,-0.4,,14.6,16.2,,,217.8
1344,123.6,130.2,4,,-0.2,,14.6,16.4,,,217.8
1345,123.6,130,3.8,,-0.4,,14.6,16.2,,,217.8
1346,123.6,130,3.8,,-0.6,,14.6,16.2,,,217.8
1347,123.6,130,3.8,,-0.6,,14.6,16.2,,,217.8
1348,123.6,130,3.8,,-0.4,,14.6,16,,,217.8
1349,123.6,130,3.8,,-0.6,,14.8,16.2,,,217.8
1350,123.6,130,3.8,,-0.8,,14.6,16.2,,,217.2
1351,123.6,130,3.8,,-1,,14.4,16.2,,,217.2
1352,123.4,129.8,3.8,,-1.2,,14.6,16.2,,,217.2
1353,123.4,129.8,3.8,,-1.4,,14.4,16.2,,,217.2
1354,123.4,129.8,3.8,,-1,,14.2,16,,,217.2
1355,123.6,129.8,,,-1,,14.4,16,,,217.2
1356,123.4,129.8,,,-0.8,,14.6,16,,,217.2
1357,123.2,129.8,,,-0.6,,14.4,16,,,217.2
1358,123.4,129.8,,,-0.4,,14.4,16,,,217.2
1359,123.4,129.8,,,-0.6,,14.4,16.2,,,217.2
1360,123.4,129.8,,,-0.6,,14.6,16,,,216.6
1361,123.4,129.8,,,-0.6,,14.6,16.2,,,216.6
1362,123.4,129.8,,,-0.6,,14.4,16,,,216.6
1363,123.4,129.6,,,-0.8,,14.2,16,,,216.6
1364,123.4,129.6,,,-0.8,,14.4,16,,,216.6
1365,123.4,129.6,,,-0.8,,14.4,16,,,216.6
1366,123.2,129.6,,,-0.6,,14.2,16,,,216.6
1367,123.2,129.6,,,-0.8,,14.2,16,,,216.6
1368,123.4,129.4,,,-1,,14.4,16,,,216.6
1369,123.2,129.4,,,-0.8,,14.4,16,,,216.6
1370,123.4,129.4,,,-1,,14.2,15.8,,,216
1371,123.4,129.4,,,-1.2,,14.2,15.8,,,216
1372,123.4,129.4,,,-1.2,,14.4,15.8,,,216
1373,123.2,129.4,,,-1.2,,14.4,15.8,,,216
1374,123.2,129.4,,,-1.4,,14.2,15.6,,,216
1375,123.2,129.4,,,-1.2,,14.2,15.8,,,216
1376,123.2,129.4,,,-1.2,,14.2,16,,,216
1377,123.4,129.2,,,-1.2,,14.2,15.8,,,216
1378,123.2,129.2,,,-1,,14.2,15.8,,,216
1379,123.2,129.2,,,-0.8,,14,15.8,,,216
1380,123,129.2,,,-0.8,,14,15.8,,,215.4
1381,123,129,,,-0.8,,14,15.8,,,215.4
1382,123,129,,,-0.8,,14,15.8,,,215.4
1383,123,129,,,-1,,14,15.6,,,215.4
1384,123,129,,,-1,,13.8,15.6,,,215.4
1385,123,129,,,-0.8,,13.8,15.6,,,215.4
1386,123,129,,,-0.8,,,15.6,,,215.4
1387,123,129,,,-0.8,,,15.6,,,215.4
1388,123,129,,,-1,,,15.6,,,215.4
1389,123,129,,,-1.2,,,15.6,,,215.4
1390,123,129,,,-1.4,,,15.6,,,214.8
1391,123,129,,,-1.4,,,15.6,,,214.8
1392,123,129,,,-1.2,,,15.6,,,214.8
1393,123,129,,,-1,,,15.6,,,214.8
1394,123,129,,,-1,,,15.6,,,214.8
1395,123,129,,,-1,,,15.4,,,214.8
1396,123,129,,,-1,,,15.4,,,214.8
1397,123,129,,,-1.2,,,15.4,,,214.8
1398,123,129,,,-1,,,15.4,,,214.8
1399,123,129,,,-1.2,,,15.4,,,214.8
1400,122.8,129,,,-1.2,,,15.4,,,214
1401,122.8,128.8,,,-1,,,15.4,,,214
1402,122.8,128.8,,,-1.2,,,15.4,,,214
1403,122.8,128.8,,,-1.2,,,15.4,,,214
1404,122.8,128.8,,,-1.2,,,15.6,,,214
1405,122.8,128.6,,,-1.2,,,15.4,,,214
1406,122.8,128.6,,,-1.2,,,15.4,,,214
1407,122.8,128.6,,,-1.2,,,15.4,,,214
1408,122.8,128.6,,,-1.4,,,15.4,,,214
1409,122.8,128.6,,,-1.6,,,15.4,,,214
1410,122.6,128.6,,,-1.8,,,15.4,,,213.4
1411,122.8,128.6,,,-2,,,15.4,,,213.4
1412,122.8,128.6,,,-1.6,,,15.4,,,213.4
1413,122.8,128.6,,,-1.6,,,15.4,,,213.4
1414,122.8,128.6,,,-1.6,,,15.4,,,213.4
1415,122.8,128.6,,,-1.6,,,15.4,,,213.4
1416,122.8,128.6,,,-1.4,,,15.4,,,213.4
1417,122.6,128.6,,,-1.2,,,15.4,,,213.4
1418,122.6,128.4,,,-1.2,,,15.4,,,213.4
1419,122.8,128.4,,,,,,15.4,,,213.4
1420,122.6,128.4,,,,,,15.2,,,212.6
1421,122.8,128.4,,,,,,15.2,,,212.6
1422,122.6,128.4,,,,,,15.2,,,212.6
1423,122.8,128.4,,,,,,15.2,,,212.6
1424,122.6,128.4,,,,,,15,,,212.6
1425,122.6,128.4,,,,,,15.2,,,212.6
1426,122.6,128.2,,,,,,15.2,,,212.6
1427,122.6,128.2,,,,,,15,,,212.6
1428,122.6,128.2,,,,,,15,,,212.6
1429,122.6,128.2,,,,,,15.2,,,212.6
1430,122.6,128.2,,,,,,15,,,211.8
1431,122.4,128.2,,,,,,15,,,211.8
1432,122.6,128.2,,,,,,15,,,211.8
1433,122.6,128.2,,,,,,14.8,,,211.8
1434,122.6,128.2,,,,,,14.8,,,211.8
1435,122.4,128.2,,,,,,15,,,211.8
1436,122.6,128.2,,,,,,15,,,211.8
1437,122.6,128.2,,,,,,15,,,211.8
1438,122.6,128.2,,,,,,15,,,211.8
1439,122.6,128.2,,,,,,14.8,,,211.8
1440,122.4,128,,,,,,14.8,,,211
1441,122.4,128,,,,,,15,,,211
1442,122.4,128,,,,,,14.8,,,211
1443,122.4,128,,,,,,14.8,,,211
1444,122.4,128,,,,,,14.8,,,211
1445,122.4,128,,,,,,14.6,,,211
1446,122.6,128,,,,,,14.8,,,211
1447,122.4,128,,,,,,14.8,,,211
1448,122.4,128,,,,,,15,,,211
1449,122.4,128,,,,,,15,,,211
1450,122.4,128,,,,,,14.8,,,210.2
1451,122.4,128,,,,,,14.8,,,210.2
1452,122.4,127.8,,,,,,14.6,,,210.2
1453,122.4,127.8,,,,,,14.8,,,210.2
1454,122.4,127.8,,,,,,14.8,,,210.2
1455,122.4,127.8,,,,,,14.8,,,210.2
1456,122.4,127.8,,,,,,14.8,,,210.2
1457,122.4,127.8,,,,,,14.8,,,210.2
1458,122.2,127.8,,,,,,14.8,,,210.2
1459,122.4,127.8,,,,,,14.8,,,210.2
1460,122.4,127.8,,,,,,14.8,,,209.2
1461,122.2,127.8,,,,,,14.6,,,209.2
1462,122.2,127.8,,,,,,14.4,,,209.2
1463,122.2,127.6,,,,,,14.4,,,209.2
1464,122.2,127.6,,,,,,14.6,,,209.2
1465,122.2,127.6,,,,,,14.6,,,209.2
1466,122.2,127.6,,,,,,14.6,,,209.2
1467,122.2,127.6,,,,,,14.6,,,209.2
1468,122.2,127.6,,,,,,14.6,,,209.2
1469,122.2,127.6,,,,,,14.6,,,209.2
1470,122,127.6,,,,,,14.6,,,208.4
1471,122,127.6,,,,,,14.4,,,208.4
1472,122,127.6,,,,,,14.8,,,208.4
1473,122,127.6,,,,,,14.6,,,208.4
1474,122,127.6,,,,,,14.6,,,208.4
1475,122,127.6,,,,,,14.6,,,208.4
1476,122,127.6,,,,,,14.4,,,208.4
1477,122.2,127.6,,,,,,14.4,,,208.4
1478,122.2,127.6,,,,,,14.4,,,208.4
1479,122.2,127.4,,,,,,14.4,,,208.4
1480,122.2,127.4,,,,,,14.6,,,207.4
1481,122.2,127.4,,,,,,14.6,,,207.4
1482,122,127.4,,,,,,14.4,,,207.4
1483,122,127.4,,,,,,14.4,,,207.4
1484,121.8,127.4,,,,,,14.6,,,207.4
1485,121.8,127.4,,,,,,14.4,,,207.4
1486,122,127.4,,,,,,14.4,,,207.4
1487,121.8,127.4,,,,,,14.2,,,207.4
1488,121.8,127.4,,,,,,14.4,,,207.4
1489,121.8,127.2,,,,,,14.2,,,207.4
1490,121.8,127.2,,,,,,14.4,,,206.6
1491,121.8,127.2,,,,,,14.2,,,206.6
1492,122,127.2,,,,,,14.4,,,206.6
1493,121.8,127.2,,,,,,14.2,,,206.6
1494,121.8,127.2,,,,,,14.2,,,206.6
1495,121.8,127.2,,,,,,14.2,,,206.6
1496,122,127.2,,,,,,14.2,,,206.6
1497,122,127.2,,,,,,14.2,,,206.6
1498,121.8,127.2,,,,,,14,,,206.6
1499,121.8,127.2,,,,,,14.2,,,206.6
1500,121.8,127.2,,,,,,14.2,,,205.6
1501,121.8,127.2,,,,,,14.2,,,205.6
1502,122,127.2,,,,,,14.2,,,205.6
1503,122,127.2,,,,,,14.2,,,205.6
1504,122,127.2,,,,,,14.2,,,205.6
1505,121.8,127.2,,,,,,14.2,,,205.6
1506,122,127.2,,,,,,14.2,,,205.6
1507,121.8,127.2,,,,,,14,,,205.6
1508,121.8,127.2,,,,,,14,,,205.6
1509,121.8,127.2,,,,,,14,,,205.6
1510,121.8,127.2,,,,,,14,,,204.8
1511,121.8,127,,,,,,14,,,204.8
1512,121.8,127,,,,,,14,,,204.8
1513,122,127,,,,,,14,,,204.8
1514,121.8,127,,,,,,13.8,,,204.8
1515,121.8,127,,,,,,13.8,,,204.8
1516,121.8,127,,,,,,13.8,,,204.8
1517,121.8,127,,,,,,14,,,204.8
1518,121.8,126.8,,,,,,14,,,204.8
1519,121.8,126.8,,,,,,14.2,,,204.8
1520,121.8,126.8,,,,,,14,,,203.8
1521,121.6,126.8,,,,,,14,,,203.8
1522,121.6,126.8,,,,,,13.8,,,203.8
1523,121.8,126.8,,,,,,13.6,,,203.8
1524,121.6,126.8,,,,,,14,,,203.8
1525,121.6,126.8,,,,,,14,,,203.8
1526,121.8,126.8,,,,,,14,,,203.8
1527,121.6,126.8,,,,,,13.8,,,203.8
1528,121.6,126.8,,,,,,14,,,203.8
1529,121.6,126.8,,,,,,13.8,,,203.8
1530,121.6,126.8,,,,,,13.8,,,203
1531,121.6,126.8,,,,,,13.8,,,203
1532,121.6,126.8,,,,,,13.8,,,203
1533,,126.8,,,,,,13.8,,,203
1534,,126.6,,,,,,13.6,,,203
1535,,126.6,,,,,,13.8,,,203
1536,,126.6,,,,,,13.8,,,203
1537,,126.6,,,,,,13.6,,,203
1538,,126.6,,,,,,13.8,,,203
1539,,126.6,,,,,,13.6,,,203
1540,,126.6,,,,,,13.6,,,202
1541,,126.6,,,,,,13.6,,,202
1542,,126.6,,,,,,13.4,,,202
1543,,126.6,,,,,,13.6,,,202
1544,,126.6,,,,,,13.6,,,202
1545,,126.6,,,,,,13.6,,,202
1546,,126.6,,,,,,13.6,,,202
1547,,126.4,,,,,,13.6,,,202
1548,,126.4,,,,,,13.6,,,202
1549,,126.4,,,,,,13.4,,,202
1550,,126.4,,,,,,13.4,,,201.2
1551,,126.4,,,,,,13.6,,,201.2
1552,,126.4,,,,,,13.4,,,201.2
1553,,126.4,,,,,,13.4,,,201.2
1554,,126.4,,,,,,13.4,,,201.2
1555,,126.4,,,,,,13.4,,,201.2
1556,,126.4,,,,,,13.4,,,201.2
1557,,126.4,,,,,,13.4,,,201.2
1558,,126.4,,,,,,13.4,,,201.2
1559,,126.4,,,,,,13.2,,,201.2
1560,,126.4,,,,,,13.2,,,200.6
1561,,126.4,,,,,,13.4,,,200.6
1562,,126.4,,,,,,13.4,,,200.6
1563,,126.4,,,,,,13.4,,,200.6
1564,,126.4,,,,,,13.2,,,200.6
1565,,126.2,,,,,,13.4,,,200.6
1566,,126.2,,,,,,13.4,,,200.6
1567,,126.2,,,,,,13.2,,,200.6
1568,,126.2,,,,,,13.2,,,200.6
1569,,126.2,,,,,,13.2,,,200.6
1570,,126.2,,,,,,13.2,,,199.6
1571,,126.2,,,,,,13.4,,,199.6
1572,,126.2,,,,,,13.2,,,199.6
1573,,126.2,,,,,,13.2,,,199.6
1574,,126.2,,,,,,13.4,,,199.6
1575,,126.2,,,,,,13.2,,,199.6
1576,,126.2,,,,,,13.2,,,199.6
1577,,126.2,,,,,,13.4,,,199.6
1578,,126.2,,,,,,13.2,,,199.6
1579,,126.2,,,,,,13.2,,,199.6
1580,,126.2,,,,,,13.2,,,198.8
1581,,126.2,,,,,,13,,,198.8
1582,,126.2,,,,,,13.2,,,198.8
1583,,126.2,,,,,,13.2,,,198.8
1584,,126,,,,,,13,,,198.8
1585,,126,,,,,,13,,,198.8
1586,,126,,,,,,13.2,,,198.8
1587,,126,,,,,,13.2,,,198.8
1588,,126,,,,,,13,,,198.8
1589,,126,,,,,,13.2,,,198.8
1590,,126,,,,,,13.2,,,198
1591,,126,,,,,,13.2,,,198
1592,,126,,,,,,13.2,,,198
1593,,126,,,,,,13.2,,,198
1594,,126,,,,,,13,,,198
1595,,126,,,,,,13.2,,,198
1596,,126,,,,,,13,,,198
1597,,126,,,,,,13.2,,,198
1598,,126,,,,,,13,,,198
1599,,126,,,,,,13,,,198
1600,,126,,,,,,13,,,197.2
1601,,126,,,,,,13,,,197.2
1602,,126,,,,,,13,,,197.2
1603,,126,,,,,,13,,,197.2
1604,,125.8,,,,,,13.2,,,197.2
1605,,125.8,,,,,,12.8,,,197.2
1606,,125.8,,,,,,13,,,197.2
1607,,125.8,,,,,,12.8,,,197.2
1608,,125.8,,,,,,12.8,,,197.2
1609,,125.8,,,,,,13,,,197.2
1610,,125.8,,,,,,13,,,196.4
1611,,125.8,,,,,,13,,,196.4
1612,,125.8,,,,,,13,,,196.4
1613,,125.8,,,,,,13,,,196.4
1614,,125.8,,,,,,13,,,196.4
1615,,125.8,,,,,,13,,,196.4
1616,,125.8,,,,,,12.8,,,196.4
1617,,125.8,,,,,,12.8,,,196.4
1618,,125.8,,,,,,12.8,,,196.4
1619,,125.8,,,,,,12.6,,,196.4
1620,,125.8,,,,,,12.8,,,195.6
1621,,125.8,,,,,,12.8,,,195.6
1622,,125.8,,,,,,12.8,,,195.6
1623,,125.8,,,,,,12.8,,,195.6
1624,,125.8,,,,,,12.8,,,195.6
1625,,125.6,,,,,,12.6,,,195.6
1626,,125.6,,,,,,13,,,195.6
1627,,125.6,,,,,,12.8,,,195.6
1628,,125.6,,,,,,12.6,,,195.6
1629,,125.6,,,,,,12.6,,,195.6
1630,,125.6,,,,,,12.8,,,195
1631,,125.6,,,,,,12.8,,,195
1632,,125.6,,,,,,12.8,,,195
1633,,125.6,,,,,,12.8,,,195
1634,,125.6,,,,,,12.8,,,195
1635,,125.6,,,,,,12.8,,,195
1636,,125.6,,,,,,12.6,,,195
1637,,125.6,,,,,,12.6,,,195
1638,,125.6,,,,,,12.8,,,195
1639,,125.6,,,,,,12.6,,,195
1640,,125.6,,,,,,12.6,,,194.2
1641,,125.6,,,,,,12.8,,,194.2
1642,,125.4,,,,,,12.6,,,194.2
1643,,125.4,,,,,,12.6,,,194.2
1644,,125.4,,,,,,12.4,,,194.2
1645,,125.4,,,,,,12.6,,,194.2
1646,,125.4,,,,,,12.8,,,194.2
1647,,125.4,,,,,,12.8,,,194.2
1648,,125.4,,,,,,12.8,,,194.2
1649,,125.4,,,,,,12.6,,,194.2
1650,,125.4,,,,,,12.4,,,193.4
1651,,125.4,,,,,,12.4,,,193.4
1652,,125.4,,,,,,12.6,,,193.4
1653,,125.4,,,,,,12.4,,,193.4
1654,,125.4,,,,,,12.4,,,193.4
1655,,125.4,,,,,,12.4,,,193.4
1656,,125.4,,,,,,12.6,,,193.4
1657,,125.4,,,,,,12.6,,,193.4
1658,,125.4,,,,,,12.6,,,193.4
1659,,125.4,,,,,,12.4,,,193.4
1660,,125.4,,,,,,12.4,,,192.4
1661,,125.4,,,,,,12.4,,,192.4
1662,,125.4,,,,,,12.6,,,192.4
1663,,125.4,,,,,,12.4,,,192.4
1664,,125.4,,,,,,12.6,,,192.4
1665,,125.4,,,,,,12.6,,,192.4
1666,,125.4,,,,,,12.6,,,192.4
1667,,125.2,,,,,,12.6,,,192.4
1668,,125.2,,,,,,12.4,,,192.4
1669,,125.2,,,,,,12.4,,,192.4
1670,,125.2,,,,,,12.4,,,191.6
1671,,125.2,,,,,,12.4,,,191.6
1672,,125.2,,,,,,12.4,,,191.6
1673,,125.2,,,,,,12.4,,,191.6
1674,,125.2,,,,,,12.2,,,191.6
1675,,125.2,,,,,,12,,,191.6
1676,,125.2,,,,,,12.2,,,191.6
1677,,125.2,,,,,,12.2,,,191.6
1678,,125.2,,,,,,12.2,,,191.6
1679,,125.2,,,,,,12.2,,,191.6
1680,,125.2,,,,,,12.2,,,190.8
1681,,125,,,,,,12.2,,,190.8
1682,,125,,,,,,12.2,,,190.8
1683,,125,,,,,,12.2,,,190.8
1684,,125,,,,,,12.2,,,190.8
1685,,125,,,,,,12.2,,,190.8
1686,,125,,,,,,12.2,,,190.8
1687,,125,,,,,,12.2,,,190.8
1688,,125,,,,,,12.2,,,190.8
1689,,125,,,,,,12.2,,,190.8
1690,,125,,,,,,12.2,,,190
1691,,125,,,,,,12.2,,,190
1692,,125,,,,,,12.2,,,190
1693,,125,,,,,,12.2,,,190
1694,,125,,,,,,12.2,,,190
1695,,125,,,,,,12,,,190
1696,,125,,,,,,12,,,190
1697,,125,,,,,,12.2,,,190
1698,,125,,,,,,12.2,,,190
1699,,125,,,,,,12.2,,,190
1700,,125,,,,,,12.2,,,189
1701,,125,,,,,,12,,,189
1702,,125,,,,,,12,,,189
1703,,125,,,,,,12,,,189
1704,,125,,,,,,12,,,189
1705,,125,,,,,,12,,,189
1706,,125,,,,,,12,,,189
1707,,125,,,,,,12,,,189
1708,,125,,,,,,12,,,189
1709,,125,,,,,,12,,,189
1710,,125,,,,,,12,,,188.2
1711,,125,,,,,,12,,,188.2
1712,,125,,,,,,12,,,188.2
1713,,125,,,,,,12,,,188.2
1714,,125,,,,,,12,,,188.2
1715,,125,,,,,,12,,,188.2
1716,,125,,,,,,12,,,188.2
1717,,124.8,,,,,,12,,,188.2
1718,,124.8,,,,,,12,,,188.2
1719,,124.8,,,,,,12,,,188.2
1720,,124.8,,,,,,12,,,187.4
1721,,124.8,,,,,,12,,,187.4
1722,,124.8,,,,,,12,,,187.4
1723,,124.8,,,,,,12,,,187.4
1724,,124.8,,,,,,11.8,,,187.4
1725,,124.8,,,,,,12,,,187.4
1726,,124.8,,,,,,12,,,187.4
1727,,124.8,,,,,,12,,,187.4
1728,,124.8,,,,,,11.8,,,187.4
1729,,124.8,,,,,,11.8,,,187.4
1730,,124.8,,,,,,11.8,,,186.4
1731,,124.8,,,,,,11.8,,,186.4
1732,,124.8,,,,,,11.8,,,186.4
1733,,124.6,,,,,,11.8,,,186.4
1734,,124.6,,,,,,11.8,,,186.4
1735,,124.6,,,,,,11.8,,,186.4
1736,,124.6,,,,,,11.8,,,186.4
1737,,124.6,,,,,,11.8,,,186.4
1738,,124.6,,,,,,11.8,,,186.4
1739,,124.6,,,,,,11.8,,,186.4
1740,,124.6,,,,,,11.8,,,185.4
1741,,124.6,,,,,,11.8,,,185.4
1742,,124.6,,,,,,11.6,,,185.4
1743,,124.6,,,,,,11.6,,,185.4
1744,,124.4,,,,,,11.6,,,185.4
1745,,124.4,,,,,,11.6,,,185.4
1746,,124.4,,,,,,11.6,,,185.4
1747,,124.4,,,,,,11.6,,,185.4
1748,,124.4,,,,,,11.6,,,185.4
1749,,124.4,,,,,,11.6,,,185.4
1750,,124.4,,,,,,11.6,,,184.4
