Time,GPM,Total Gallons
09:33:24.81,-0.1056466,-8.80E-06
09:33:24.82,-0.10683802,-2.65E-05
09:33:24.83,-0.14972924,-4.79E-05
09:33:24.84,-0.10683802,-6.93E-05
09:33:24.85,-0.038926926,-8.14E-05
09:33:24.86,0.000390024,-8.46E-05
09:33:24.87,-0.11219943,-9.39E-05
09:33:24.88,-0.05441542,-0.000107835
09:33:24.89,-0.055606842,-0.000117004
09:33:24.90,-0.062755384,-0.000126867
09:33:24.91,-0.052628286,-0.000136483
09:33:24.92,0.002177158,-0.000140687
09:33:24.93,-0.049054019,-0.000144594
09:33:24.94,-0.12232652,-0.000158876
09:33:24.95,-0.043692615,-0.000172711
09:33:24.96,-0.083009563,-0.000183269
09:33:24.97,0.017665654,-0.000188715
09:33:24.98,0.012304251,-0.000186217
09:33:24.99,-0.006162801,-0.000185706
09:33:25.00,-0.049054019,-0.000190307
09:33:25.01,-0.028204121,-0.000196745
09:33:25.02,-0.01450276,-0.000200304
09:33:25.03,-0.038926926,-0.000204757
09:33:25.04,-0.021651296,-0.000209805
09:33:25.05,-0.060968246,-0.00021669
09:33:25.06,0.005751426,-0.000221292
09:33:25.07,-0.066329651,-0.00022634
09:33:25.08,-0.062755384,-0.000237097
09:33:25.09,-0.080031008,-0.000248996
09:33:25.10,-0.064542517,-0.000261045
09:33:25.11,-0.069308206,-0.000272199
09:33:25.12,-0.018077029,-0.000279481
09:33:25.13,0.015878519,-0.000279664
09:33:25.14,0.005751426,-0.000277862
09:33:25.15,0.014091386,-0.000276208
09:33:25.16,-0.041905481,-0.000278526
09:33:25.17,-0.05441542,-0.000286553
09:33:25.18,-0.052628286,-0.000295474
09:33:25.19,-0.094923794,-0.00030777
09:33:25.20,-0.060968246,-0.000320761
09:33:25.21,-0.1056466,-0.000334646
09:33:25.22,-0.11041229,-0.000352651
09:33:25.23,-0.083009563,-0.00036877
09:33:25.24,-0.090158105,-0.000383201
09:33:25.25,-0.038926926,-0.000393958
09:33:25.26,-0.023438429,-0.000399155
09:33:25.27,-0.027012698,-0.00040336
09:33:25.28,-0.009737069,-0.000406422
09:33:25.29,-0.025225565,-0.000409336
09:33:25.30,-0.059181113,-0.00041637
09:33:25.31,-0.10028519,-0.000429659
09:33:25.32,-0.011524203,-0.000438977
09:33:25.33,-0.10028519,-0.000448294
09:33:25.34,-0.083009563,-0.000463569
09:33:25.35,-0.10683802,-0.00047939
09:33:25.36,-0.088370971,-0.000495658
09:33:25.37,-0.074669607,-0.000509245
09:33:25.38,0.017665654,-0.000513995
09:33:25.39,-0.016289894,-0.000513881
09:33:25.40,-0.021651296,-0.000517043
09:33:25.41,0.05042978,-0.000514644
09:33:25.42,-0.00139711,-0.000510558
09:33:25.43,-0.002588533,-0.00051089
09:33:25.44,-0.05441542,-0.000515641
09:33:25.45,-0.028204121,-0.000522526
09:33:25.46,-0.055606842,-0.00052951
09:33:25.47,-0.066329651,-0.000539672
09:33:25.48,-0.004375667,-0.000545564
09:33:25.49,-0.018077029,-0.000547435
09:33:25.50,0.023027055,-0.000547023
09:33:25.51,0.033154149,-0.000542341
09:33:25.52,-0.004375667,-0.000539942
09:33:25.53,-0.041905481,-0.000543799
09:33:25.54,-0.027012698,-0.000549543
09:33:25.55,-0.01450276,-0.000553002
09:33:25.56,-0.019864162,-0.000555866
09:33:25.57,-0.11219943,-0.000566872
09:33:25.58,0.003964292,-0.000575892
09:33:25.59,0.017665654,-0.000574089
09:33:25.60,0.000390024,-0.000572584
09:33:25.61,-0.066329651,-0.000578079
09:33:25.62,-0.050841153,-0.000587844
09:33:25.63,-0.038926926,-0.000595325
09:33:25.64,-0.050841153,-0.000602805
09:33:25.65,-0.062755384,-0.000612272
09:33:25.66,-0.047266886,-0.000621441
09:33:25.67,0.019452788,-0.000623759
09:33:25.68,0.064131141,-0.000616793
09:33:25.69,0.067109697,-0.000605856
09:33:25.70,-0.019864162,-0.000601919
09:33:25.71,0.015878519,-0.000602251
09:33:25.72,-0.05441542,-0.000605463
09:33:25.73,-0.029991256,-0.000612497
09:33:25.74,-0.07109534,-0.000620921
09:33:25.75,-0.094923794,-0.000634756
09:33:25.76,-0.060968246,-0.000647747
09:33:25.77,-0.084796697,-0.000659894
09:33:25.78,-0.025225565,-0.000669063
09:33:25.79,0.031367015,-0.000668551
09:33:25.80,-0.074669607,-0.00067216
09:33:25.81,-0.069308206,-0.000684158
09:33:25.82,-0.090158105,-0.000697448
09:33:25.83,-0.067521073,-0.000710588
09:33:25.84,-0.084796697,-0.000723281
09:33:25.85,-0.12232652,-0.000740542
09:33:25.86,-0.038926926,-0.00075398
09:33:25.87,-0.01450276,-0.000758432
09:33:25.88,-0.021651296,-0.000761445
09:33:25.89,-0.064542517,-0.000768628
09:33:25.90,-0.045479752,-0.000777797
09:33:25.91,0.012304251,-0.000780562
09:33:25.92,0.043281242,-0.000775929
09:33:25.93,0.074258231,-0.000766134
09:33:25.94,0.034941282,-0.000757034
09:33:25.95,0.002177158,-0.000753941
09:33:25.96,0.087959595,-0.000746429
09:33:25.97,0.033154149,-0.000736336
09:33:25.98,-0.019864162,-0.000735229
09:33:25.99,-0.059181113,-0.000741816
